variant,concurrency,run_id,orders,couchdb_container,couchdb_database,document_id,application_key_bytes,application_value_bytes,logical_public_state_bytes,logical_public_state_bytes_per_order,compact_couchdb_document_json_bytes,fabric_private_data_bytes,success,measurement_scope
PP_RETF,1,1,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r1-wfalse,47,501,548,54.800000000,623,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,2,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r2-wfalse,47,501,548,54.800000000,623,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,3,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r3-wfalse,47,501,548,54.800000000,623,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,4,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r4-wfalse,47,501,548,54.800000000,623,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,5,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r5-wfalse,47,501,548,54.800000000,623,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,6,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r6-wfalse,47,501,548,54.800000000,623,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,7,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r7-wfalse,47,501,548,54.800000000,623,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,8,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r8-wfalse,47,501,548,54.800000000,623,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,9,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r9-wfalse,47,501,548,54.800000000,623,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,10,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r10-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,11,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r11-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,12,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r12-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,13,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r13-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,14,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r14-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,15,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r15-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,16,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r16-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,17,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r17-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,18,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r18-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,19,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r19-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,20,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r20-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,21,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r21-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,22,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r22-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,23,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r23-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,24,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r24-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,25,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r25-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,26,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r26-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,27,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r27-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,28,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r28-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,29,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r29-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,30,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r30-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,31,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r31-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,32,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r32-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,33,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r33-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,34,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r34-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,35,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r35-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,36,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r36-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,37,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r37-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,38,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r38-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,39,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r39-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,1,40,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c1-i1-r40-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,1,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r1-wfalse,47,501,548,54.800000000,627,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,2,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r2-wfalse,47,501,548,54.800000000,627,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,3,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r3-wfalse,47,501,548,54.800000000,627,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,4,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r4-wfalse,47,501,548,54.800000000,627,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,5,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r5-wfalse,47,501,548,54.800000000,623,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,6,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r6-wfalse,47,501,548,54.800000000,627,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,7,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r7-wfalse,47,501,548,54.800000000,627,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,8,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r8-wfalse,47,501,548,54.800000000,627,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,9,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r9-wfalse,47,501,548,54.800000000,627,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,10,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r10-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,11,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r11-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,12,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r12-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,13,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r13-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,14,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r14-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,15,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r15-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,16,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r16-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,17,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r17-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,18,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r18-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,19,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r19-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,20,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r20-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,21,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r21-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,22,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r22-wfalse,48,502,550,55.000000000,625,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,23,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r23-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
PP_RETF,5,24,10,nsw-couchdb0,intra-channel_retf-core,BenchmarkWorkflow:e6-wf-pp_retf-c5-i5-r24-wfalse,48,502,550,55.000000000,629,0,true,"persisted CouchDB key plus compact application value; physical DB files, indexes, block files and protobuf envelopes excluded"
